Well_ID,Date,Oil_bopd,Gas_mscf,Water_bwpd,Bottomhole_Pressure
WELL_001,2011-09-01,145.96621894979913,12.001544448853492,116.93130016911654,1998.8280894859545
WELL_001,2011-10-01,121.0549093320971,2.5160328704371393,111.47180282323984,2002.145906245814
WELL_001,2011-11-01,115.43508403297523,9.614252063373524,93.56887052662276,2014.5511553770812
WELL_001,2011-12-01,99.75837533676739,2.117496233441274,77.86232837916792,1999.3142246582452
WELL_001,2012-01-01,86.84051013211848,8.141092368112242,72.27167237702926,1994.945009479195
WELL_001,2012-02-01,85.86154667404006,6.301530548982092,62.746958079672396,1996.9861769210572
WELL_001,2012-03-01,70.39525260110462,0.9689164653683398,71.08141535469278,2007.2004859327662
WELL_001,2012-04-01,72.44299520185685,4.314356837380038,70.59936860404112,1984.9446528611713
WELL_001,2012-05-01,57.94360677048195,2.812016058173552,50.88489699881182,1999.1624285786158
WELL_001,2012-06-01,55.87041535315849,5.280862153720055,60.78504989647725,2003.1843106999042
WELL_001,2012-07-01,50.09074641706984,3.609775700794157,43.225183867187106,1983.6372976132063
WELL_001,2012-08-01,47.08244177662335,2.4839334753424227,51.31019355417254,1998.4108439791157
WELL_001,2012-09-01,40.20214011761154,3.7986363563918997,47.39103861577856,2017.7904359139711
WELL_001,2012-10-01,39.50873239212171,2.2020089726932586,36.87356371663109,2012.0259746847462
WELL_001,2012-11-01,33.75415520551318,2.264554193920242,39.58534006548829,1997.870346351621
WELL_001,2012-12-01,33.7530619616931,0.9768661765275224,38.64768285145214,1979.4818740654796
WELL_001,2013-01-01,27.82529067835236,1.672947164190602,31.38092296446329,1980.7725722771854
WELL_001,2013-02-01,26.251483006730705,1.5262971281187392,26.953844761166287,1991.222008961409
WELL_001,2013-03-01,23.96026401091606,0.8129854579489265,28.80029779422497,1986.3925137843073
WELL_001,2013-04-01,23.101367544636464,1.48131431372756,29.31779110056276,2003.6709727359712
WELL_001,2013-05-01,23.85732016578966,2.245419380796396,28.87193770627504,1985.4296818066837
WELL_001,2013-06-01,19.44744294048229,0.9986942045398013,26.09194355129921,1979.5055585822179
WELL_001,2013-07-01,18.322503335250534,1.0977693290147414,26.092412121318276,1988.322414356534
WELL_001,2013-08-01,18.157838353186253,1.0604091205954684,23.40681632351298,1983.7646444404434
WELL_001,2013-09-01,15.92027370219083,0.7512507192614352,19.251507531027464,1988.3482658689454
WELL_001,2013-10-01,15.588905856389161,1.1391377303475663,18.39505770993775,1984.2652860015394
WELL_001,2013-11-01,13.647027996462613,0.4331928340558535,20.26719113822103,2000.9991156023139
WELL_001,2013-12-01,13.00933617993936,0.658637586992347,15.887423273663781,1995.3323214667735
WELL_001,2014-01-01,12.441892533173982,0.8349523157854641,16.520961034629973,1962.620757623392
WELL_001,2014-02-01,11.582046881040007,0.586360700938439,17.798627253795996,1979.9298453184188
WELL_001,2014-03-01,12.30678578337837,0.6196838822373465,16.20564827141531,1979.6110477101404
WELL_001,2014-04-01,9.600477212353116,0.28914241091346304,15.46443320998753,1980.8406778922313
WELL_001,2014-05-01,9.312890138575927,0.37696618387032993,13.301469338780361,1981.6974997512564
WELL_001,2014-06-01,8.127573611113945,0.2546224844993918,12.616164067898744,1983.9265188645531
WELL_001,2014-07-01,7.48071756332791,0.2556454774775482,13.05319880799554,1995.6185653652087
WELL_001,2014-08-01,7.5646093668566,0.6725057188313419,14.333139208543882,1975.4002577563274
WELL_001,2014-09-01,7.268218044999427,0.568128969720857,11.649043519802536,1973.1219044756651
WELL_001,2014-10-01,6.331147733437503,0.25179955566401757,11.380973254221322,1996.309068640856
WELL_001,2014-11-01,6.38049982896194,0.515346351750045,10.653953085822709,1986.5541836781792
WELL_001,2014-12-01,5.858994172690221,0.4158245883509479,9.883305871225422,1973.5922407109786
WELL_001,2015-01-01,5.272505878612368,0.08907882222997722,10.988796391138832,1966.6501509222453
WELL_001,2015-02-01,5.381164845983749,0.44891747329716447,11.035148209923916,1980.0383078871366
WELL_001,2015-03-01,5.14749674551744,0.2679897783164489,10.84938009011777,1991.2307797864653
WELL_001,2015-04-01,4.684684763785917,0.28871144541431704,9.232087736344157,1983.4477744461374
WELL_001,2015-05-01,4.713389952089617,0.31434938722207734,8.467264791827219,1978.3075716368369
WELL_001,2015-06-01,3.97419957374795,0.1615868094030029,8.134742833159962,1985.635746088468
WELL_001,2015-07-01,3.8051091562016026,0.3396446583004963,9.348265384594944,1961.9188068170404
WELL_001,2015-08-01,3.4722037263738796,0.20816038599119868,8.840719499374783,1967.1299748663762
WELL_001,2015-09-01,3.42162303081429,0.18603925141574304,8.237847639260469,1963.1578375707034
WELL_001,2015-10-01,3.0744455758996447,0.30445220505380666,7.4497023499299715,1999.6574939205009
WELL_001,2015-11-01,2.891860460633578,0.28329594941418373,7.1725885743042035,1971.6416450041336
